name,address,rate,location,cost,Ambience,Parking,Suggested Food
Spice 9,"Number 42, 4th Block, 6th Stage Banashankari, Vrishabhvachi Nagar, Opposite RV College of Architecture, Bangalore",3.4,Banashankari,300.0,,,"Paneer Rolls,Chicken Fried Rice,shawarma roll,chicken 65,Chicken Dum Biryani,Chicken Kolapuri"
Naveen Kabab  Biriyani Mane,"2, 3rd Cross, Near Pesit College, Banashankari, Bangalore",3.2,Banashankari,300.0,,,
Katriguppe Donne Biryani,"8, Katriguppe Main Road, Vivekananda Nagar, 3rd Stage, Banashankari, Bangalore",3.2,Banashankari,300.0,,,
Atithi Point Ande Ka Funda,"7/1, Behind BMS College Hostel, 80 Feet Road, 1st Stage, Srinivas Nagar Bank Colony, Banashankari, Bangalore",3.1,Banashankari,150.0,bad,,"egg Maggie,aloo paratha,parathas,egg roll"
Just Bake,"3967, VHBC Society, Girinagar Phase 4, Hosekerehalli Mani Road, Banashankari 3rd Stage, Banashankari, Bangalore",3.4,Banashankari,400.0,,,
K27 - The Pub,"27, 27th Cross, 2nd Stage, Banashankari, Bangalore",3.1,Banashankari,1.0,bad,,"panner ghee roast,palak panner,Chicken uruwal,Egg Pakora,Tandoori Roti,Egg masala,Chicken Kolhapuri,chicken drumstick,egg fried rice"
Bengaluru Coffee House,"4001/4002, Annapoorneshwari Plaza, Near Seetha Circle, Hosakerehalli Cross, Banashankari, Bangalore",4.1,Banashankari,300.0,,,"Pongal,Idlis,masala dosa,Gobi Manchurian,fried rice,kesari bhath,neer dosa"
New Mangalore Lunch Home,"89, Near PES College, 22nd Main Road, Girinagar, 1st Stage, Banashankari, Bangalore",3.3,Banashankari,200.0,,,
Coffee Bytes,"10th Main, Hanumanthanagar, 50 Feet Road, Phase 1, Banashankari, Bangalore",3.1,Banashankari,100.0,friends-hangout,,"masala dosa,idli,Idly Vada,Kharabath,Kesari bath"
Parjanya Chat Zone,"68, Opposite ICICI Bank, 21st Main Road, 2nd Stage, Banashankari, Bangalore",3.3,Banashankari,200.0,bad,,"sandwich,KitKat Milkshake,potato-on-a-stick,ginger tea,ginger lemon tea,gulab jamun,Kodbale masala,boti masala,nippat masala,moong dal masala,bangarpet pani puri,hindupur Sandwich,malnadu coffee,vadapavs,peri peri fritato"
Kwality Wall's Swirl's Happiness Station,"590, 24th Cross, 2nd Stage, Banashankari, Bangalore",2.9,Banashankari,200.0,friends-hangout,,"Kesar pista ice cream,Choco Bar,Strawberry,Butterscotch,Fruit & Nut,Softie cone"
Ruchi Maayaka,"Padmanabhanagar, Banashankari, Bangalore",3.3,Banashankari,100.0,,,"South indian breakfasts,home made foods,Roasted paddus,pudina chutney"
Anna Kuteera,"21, 80 Feet Road, 3rd Phase, 4th Block, 3rd Stage, Banashankari, Bangalore",4.0,Banashankari,450.0,bad,,"idly vada,dosa,filter coffee,Thali,North Indian Rotis,palav,masala dosa"
Darbar,"1, Near BDA Complex, 24th Main, 2nd Stage, Banashankari, Bangalore",3.0,Banashankari,800.0,friends-hangout,,"chicken appetizers,fried rice,biryani"
Vijayalakshmi,"No.37, Shree Complex, Next to Dominoes Pizza, Bull temple Road, Basavanagudi, Bangalore",3.9,Basavanagudi,200.0,,,"Mangaluru bonda,chats,coffee,Idly vada set dosas,Masala dosas,Poori,chaat,Channa Batura,south Indian Thali,parcel roti,Panner Masala,Rava Idli,potato saagu"
Sri Udupi Food Hub,"155, 43rd Cross Road, 8th Block, Jayanagar, Bangalore",4.1,Jayanagar,500.0,excellent,,"French fries,Gobi Manchurian,Plain Dosa,Set Dosa,Rava Idly,chaats,idli,vada,masala dosa,coffee,Mughlai Biryani"
Udupi Upahar,"No.1585, 22nd Main,Banashankari 1st Stage",3.8,Banashankari,300.0,bad,No,"vada,onion dosa,idli,masala dosa,Gobi Manchuria,Paneer butter masala,Dosas,Idli"
House Of Kebabs,"39/1, R.V Road, Opposite Vijaya College, Basavanagudi, Bangalore",3.8,Basavanagudi,650.0,bad,,butter kulchas
Roll N Rock,"608, 21st Cross, Kumaraswamy Layout, Bangalore",3.8,Kumaraswamy Layout,400.0,,No,"paneer roll,fried rice,rolls"
BOX8- Desi Meals,"100 Feet Ring Road, 2nd Phase, Banashankari, Bangalore",4.1,Banashankari,500.0,,,"Kadhai paneer,Dal makhani,Paneer makhani,Fusion box,Veggie delight sandwich"
KFC,"1, 80 Feet Road, 6th Block, 3rd Stage, Banashankari, Bangalore",3.8,Banashankari,450.0,excellent,,"chicken,chicken popcorn"
Roll Over,"1A/29 , Shop 2 , 27th Cross, Jayanagar, Bangalore",4.1,Jayanagar,500.0,decent,No,"banana caramel,blueberry ice cream rolls,lychee rush,nutty kulfi,DEATH BY CHOCOLATE,RED VELVET,BUTTERSCOTCH,filter kapi,chocolate karma,Choco chip overload,Hot chocolate fudge,chilly gauva"
Imperial Restaurant,"153, Satellite Bus Stand, Byataranyapura, Mysore Road, Bangalore",3.7,Mysore Road,750.0,bad,,"chicken fried rice,chicken noodles,paneer butter masala,butter naan,prawns fried rice,biriyani rice"
Lassi Shop,"Dayanand Sagar College Road, Kumaraswamy Layout, Bangalore",3.9,Kumaraswamy Layout,150.0,,,"Lassi,Nutella Brownie Ice-cream"
The Fortuna,"Basement, MR Complex, Near Police Station, 25th Cross, 14th Main, Kumaraswamy Layout, Bangalore",3.0,Kumaraswamy Layout,250.0,,,
Wahab,"28/29, 9th Main Road, 3rd Block, Jayanagar, Bangalore",3.7,Jayanagar,350.0,,,"chicken kabab,tandoori chicken,Paneer Manchurian,lemon chicken rolls,crispy chicken biryani,Biryani,Malai kofta"
Al Diwan Biryanis And More,"11/2, Ground Floor, Khazi Street, Basavanagudi, Bangalore",3.3,Basavanagudi,300.0,excellent,,"ghee rice,chicken biriyani,biryani,bheja masala,katakat,leg soup,brain pepper masala,chapati,paya,sheep head,mutton chops,shami kabab"
New Gowda's Fried Chicken,"4th Cross Road, Byatarayanapura, Srinagar, Banashankari, Bangalore",3.3,Banashankari,300.0,,,"biryani,kabab,mutton biryani"
Canton,"28-29, 3rd Block, 9th Main Road, Jayanagar, Bangalore",3.6,Jayanagar,800.0,normal,,"pork dishes,chicken biryani,egg noodles,fish curry"
Diabetics Dezire Sugarless Sweets and Bakes,"92/1, Gandhi Bazaar Main Road, Basavangudi. Next to Vodafone Showroom, Basavanagudi, Bangalore",3.3,Basavanagudi,300.0,,,"sweets,lemon ginger squash"
The Blue Wagon - Kitchen,"615/1, Ground Floor, Janardhan Mansion, 10th C Main, 32nd D Cross, 4th Block, Jayanagar, Bangalore",4.6,Jayanagar,400.0,excellent,No,"chilli cheese maggi,herbs wala burger,basic sandwich,salsa,nachos,five pepper sandwich,Nutella Banana Sandwich,Shikanji,nachos Chaat,Garlic mushroom maggi,American Habanero maggi,Butter Garlic Maggi,Nachos Chat,Butter garlic noodles,veg pizza,juicy veg sandwich,chocolate oreo shake,Garlic cheese bread,jalapeo popper,cottage cheese sandwich"
HOT COFFEE,"79, Vanivilas Road, Next to KFC, Basavanagudi, Bangalore",4.1,Basavanagudi,150.0,,,"Baby Corn Manchurian,Vada Sambar,Pakoda,noodles,schewan fried rice,veg fried rice,Gobi Manchurian,fried rice"
Patio 805,"805, Ground Floor, 35C Cross, 9th Main, 4th Block, Jayanagar, Bangalore",4.1,Jayanagar,1.2,excellent,No,"stir fried flat noodles,Thai green curry,Vietnamese coffee,half moon dumplings,honey chilli potatoes,Hakka noodles,Laksa Soup,Tofu in tomato pepper sauce,raw papaya salad,glass noodles,virgin pina colada,burnt garlic noodles"
Lassi Corner,"1304, Kathriguppe Main Road, Ashok Nagar, NR Colony, Basavanagudi, Bangalore",3.7,Basavanagudi,150.0,friends-hangout,,Lassi
Sagar Deluxe,"1761, Near Swathi Nursing Home, 14th Main Road, 1st Stage, Kumaraswamy Layout, Bangalore",3.2,Kumaraswamy Layout,300.0,,Yes,"Idly,Kharabath,Coffee"
Kanti Sweets,"374/B, 2nd Phase, BSK 3rd Stage, Srinivasa Nagar, Banashankari, Bangalore",4.0,Banashankari,400.0,,,"Mysore pak,kaju katli,kalakand,radagulla,goolab jamoon,ghee jalebi,dry fruits,mini rasagullas,mini jamoon,benne murukku,badam halva,Jaju barfi,Samosa,Kachori,Special Mysore Pak,Malai Cham Cham,Kaaju katli,rasmali,angoori gulab jamoon,angoori petha,Kaju roll,sohan halwa"
Vegetalia,"582,2nd Main, 6th Block 2nd Phase Banshankari 3rd Stage Bangalore-560085",3.7,Banashankari,400.0,,,"veget pizza,pasta,garlic bread,pineapple pizza,Spicy-6,Hot N Spicy,pasta (cream & pink)"
Aramane Donne Biryani,"3-94/1, 80 Feet Road, Near New Big Bazaar, Kathriguppe, Banashankari, Bangalore",3.5,Banashankari,200.0,,,"lollipop,chicken biryani,donne biryani,chilly chicken"
Ande Ka Funda,"9/1, Behind BMS College Hostel, Hanumantha Nagar, Banashankari, Bangalore",3.8,Banashankari,250.0,,,"rolls,parathas"
Cake Ghar,"24, Next to Roti Ghar, Gandhi Bazaar Main Road, Basavanagudi, Bangalore",3.8,Basavanagudi,400.0,,,"ice cream,cake,pastry,sweets"
Energy Addaa,"Rashtriya Vidyalaya Road, Basavanagudi, Bangalore",4.2,Basavanagudi,500.0,friends-hangout,,"Mojito,Cheesy peri peri fries,loaded nachos,Margherita pizza,Royal Falooda,Oreo Fantasy Shake,Ferraro Rocher Shake,Tandoori paneer pizza,Peri Peri fries,spinach & corn sandwich,red velvet & black Forrest pastries,Loaded Nachos,French fries,Green garden pizza,Spinach American corn,Alfredo Pasta,Green pesto pasta,Spinach corn sandwich,Red velvet pastry,Belgian chocolate cake,Oreo and kitkat shakes,fruit salad,paneer tikka pizza,Pesto pasta,spaghetti with triple sauce,Peri Peri Fries,American Green Special pizza,Grill paneer with lettuce sandwich,Apple, beetroot, carrot juice,Mint watermelon"
Bhattara Bhojana,"855/A, 5th A Cross,10th Main Road, Srinivasanagar, Towords Maruthi Circle, Banashankari, Bangalore",3.6,Banashankari,150.0,,,
Tandoori Knight,"34, 22nd Main, 22nd Cross, Opposite BDA, 2nd Stage, Banashankari, Bangalore",3.0,Banashankari,450.0,bad,,"chicken Biriyani,grilled chicken,roti,egg burji"
Dev Sagar - Food Street,"11/2, Old Market, V V Puram, Basavanagudi, Bangalore",4.1,Basavanagudi,200.0,,,"pav bhaji,dahi puri,sweets,Pani puri,Sev puri,vada Pav,Tawa pulao,jilebi rabadi,rasamilai,Tawa Pulao,rabdi,Malpua,GULAB JAMUN,RABDI,Raj Kachori"
Mitraa Da Pizza,"1779, 14th Main, Kumaraswamy Layout, Bangalore",3.8,Kumaraswamy Layout,250.0,excellent,,pizza
Paradise Premium,"224/Y, 100 Feet Ring Road, 7th Block, 3rd Stage, Banashankari, Bangalore",3.1,Banashankari,700.0,,,garlic chicken
Grazers,"2, Old 36, 8th F Main, 3rd Block, Jayanagar, Bangalore",3.9,Jayanagar,650.0,friends-hangout,,"pancake,omlete,crispy joes,basil and chicken burger,crispy chicken burger,cheesed pizza,double veg burger,American Hotdog,Piri-Piri French fries,Watermelon Smoothies,Muskmelon Smoothies,Potato Wedges,BBQ Cottage Cheese Hot Dog,Margarita pizza,Thai Curry,bread,omlet"
Shakes Theory,"766/25-01, 47th A Cross, Near Sangam Circle, Adarsh Gardens Apartments Road, 8th Block, Jayanagar, Bangalore",4.5,Jayanagar,300.0,friends-hangout,,"Oreo milkshake,choco brownie milkshake,peri peri sandwich,spinach corn sandwich,litchi milkshake,Irish Creme shake,Red velvet shake,Brownie blast shake,Chikki shake,Very berry strawberry shake,Julab gamoon shake,Red velvet cheese cake thickshake,Ferrero rocher shake,Kit kat Shake,mushroom cheese sandwich"
Italy,"1766, 14th Main, 1st Stage, Kumaraswamy Layout, Bangalore",4.1,Kumaraswamy Layout,700.0,ok,,"garlic bread,pizza,Italian Farm Pizza,Cheesy Garlic bread,Chef Special Pasta"
Chilli Flakes,"Opposite BNM School, Near BDA complex, Banashankari, Bangalore",3.6,Banashankari,500.0,,,"Corn Spinach & cheese sandwich,Smoked Burger,Momos"
Calcutta Cafe,"728/1, 14th Main Road, 1st Stage, Kumaraswamy Layout, Bangalore",3.5,Kumaraswamy Layout,350.0,friends-hangout,,"Biryani,aloo Posto,egg roll,fried maggi,CC special maggi,egg dragon,mutton with rice and dal,sorse Ilish,Chicken Biriyani"
Old Mumbai Ice Cream,"416, 24th Cross, 9th Main, 2nd Stage, Banashankari, Bangalore",3.9,Banashankari,150.0,excellent,,"paan masala,Mud-pie mojo,Coffee Almond,Coconut Malai,nutella brownie,red velvet sundaes,dutch truffle milkshake"
Donne Biriyani House,"4009, 80 Feet Road, 4th Phase, Banashankari, Bangalore",3.9,Banashankari,400.0,,,"Biriyani,kushka,kabab,chilly chicken,Pepper chicken"
By 2 Coffee,"12, Old 387, Market Road, V.V.Puram, Basavanagudi, Bangalore",3.9,Basavanagudi,100.0,friends-hangout,Yes,"coffee,idly,vada,chutney,crisps dosas,holiges,jamuns,Chow Chow Bath"
Kedia's Fun Food,"6th C Main, 4th Block, Jayanagar, Bangalore",4.3,Jayanagar,200.0,bad,No,"channa bhatura,pav bhaji,aloo sabji Puri,paneer paratha,vada pav,dahi papdi Chaat,Kachori,Aloo Vada Pav,Aloo Paratha,Khaman Dhokla,Jhal Muri,Dahi Aloo tikki chaat,vegetable cutlets,Rasgulla,bread pakoda,sabudana vada,chole bature,samosa,raj kachori,Sev puri"
Davangere Butter Dosa Hotel,"1771, 14th Main Road, 1stage, Kumaraswamy Layout, Bangalore",3.8,Kumaraswamy Layout,150.0,excellent,,"Kharabath,Butter Masala Dosa"
Just Shawarma,"1424, 14th Main Road, 1st Stage, Kumaraswamy Layout, Bangalore",3.9,Kumaraswamy Layout,300.0,family-friendly,No,"Shawarma on a plate,Malgoum Shawarma"
Mini Punjabi Dhaba,"7/1, Behind BMS College Hostel, Hanumantha Nagar, Banashankari, Bangalore",4.2,Banashankari,350.0,bad,,"paneer keema,tandoori roti,phulkas,jeera rice,dal,paratha,pulka,paneer do pyaza,butter roti,bhindi fry,aloo gobi,masala papad,lassi"
Mulabagilu Dosa,"19, V.V.puram National School Road, Basavanagudi, Bangalore",3.6,Basavanagudi,100.0,,,Mulubagilu dosa
Caf Down The Alley,"12,29 Near PES University Back Gate, D'Souza Nagar, Hosakerehalli, 3rd Stage, Banashankari, Bangalore",4.1,Banashankari,500.0,friends-hangout,,"waffles,Mango Smoothies,Almond Smoothies,Potato Wedges,Pesto Veg Pasta,Alfredo Veg Pasta,Chilly Baby Corn,French Fries,Black currant,Lychee Smoothies,Chilli cheese Maggi,blue lagoon,sandwiches,nuggets"
Gokul Veg,"1st Floor, GR Plaza, DVG Road, Near Gandhi Bazaar circle, Basavanagudi, Bangalore",3.8,Basavanagudi,750.0,,,"masala papad,mushroom 65,babycorn chilli,paneer butter masala,naans,curd rice"
Olive - Era,"1763, Near Swathi Nursing Home, 14th Main Road, 1st Stage, Kumaraswamy Layout, Bangalore",3.3,Kumaraswamy Layout,550.0,,,
Udupi Ruchi,"31/1, Puttalingaiah Road, Second Stage, Bangalore, Banashankari, Bangalore",3.9,Banashankari,200.0,,,
Madhappa Hindu Military Hotel,"80 Feet Road, Hosakerehalli Cross, B S K 3rd Stage, Banashankari, Bangalore",3.4,Banashankari,300.0,bad,,starters
Gama Gama,"17, Ground Floor, Near Big Bazar, 100 Feet Ring Road, 3rd Stage, Banashankari, Bangalore",3.9,Banashankari,200.0,peaceful,,"Talipattu,Girmit,Sabudhana Vada,Millet taalipattu,Shenga holige,Jolad Rotti,Brinjal Palya,Holige"
The Vintage Cafe,"146, 50 ft Road, 3rd Phase, 3rd Stage, Near Katriguppe Water Tank Circle, Banashankari, Bangalore",3.0,Banashankari,400.0,bad,,"Chikmagalur Filter Coffee,Strawberry Milk Shake,Iced Tea,veg cheese corn sandwich,paneer burger,pizza"
Pizza Hut,"2469, 21st Cross, Near BDA Complex, 2nd Stage, Banashankari, Bangalore",3.8,Banashankari,750.0,,,"Italiano,exotica,volcano cakes"
Mangalore Pearl,"197/F, 8th B Main, 27th Cross, 3rd Block, Jayanagar, Bangalore",3.8,Jayanagar,650.0,family-friendly,No,"spl fish thali,fish ghee roast,fish tawa fry,neer dosa,mushroom ghee roast,ghee roast"
Asha Sweets Centre,"26/3, Bugle Rock Road, Gandhi Bazaar, Basavanagudi, Bangalore",3.6,Basavanagudi,250.0,good,,"samosa,kachori,rasmalai,kulfi,Chiroti,Moti chur ladoo,Basundi,badam milk,dahi puri,moti chur laddu"
Twiststick House,"97, Opposite Jain College, Kavi Lakshmisha Road, VV Puram, Basavanagudi, Bangalore",4.1,Basavanagudi,500.0,friends-hangout,,"Pasta,Cheese Garlic Bread,Paneer 65,Peri Peri Twisticks,Jain Twisticks,Mushroom Pepper,Fries with Mayonnaise,Mixed Sauce Pasta,Tava Pallav,Triple Schezwan Fried Rice"
Cool Corner,"1/4, Nisha Complex, KR Road, Near National College, Basavanagudi, Bangalore",4.2,Basavanagudi,250.0,,,"masala dosa,special rice item,sandwiches,icecreams,chaats,akki rotti,rava dosa,pongal,butterscotch milkshake,butter fruit juice,filter coffee,pulao,set dosa,onion dosa,Ragi Dosa"
Pizza Mane,"9/63, 1st C Main Road, Kathreguppe, Vivekananda Nagar, Banashankri, Bangalore",3.5,Banashankari,150.0,,,"pizza mane spl pizza with cucumber,capsicum,onion,tomato,cheese,paneer"
Dal Tadkaa,"1, Kathriguppe Main Road, 3rd Stage, Banashankari, Bangalore",2.5,Banashankari,500.0,family-friendly,No,"dal tadkaa,stuff kulcha,dal-bati churma,paneer butter masala,garlic naan,dal makhni,kulfi,moong ka halwa,baby corn pepper dry,palak paneer,dal bhati churma,ghee rice,sweet corn soup,gulab jamun,jal jeera"
Chutney Chang,"Cosmopolitan Club, 22nd Cross, 3rd Block, Jayanagar, Bangalore",4.1,Jayanagar,1.5,excellent,Yes,"mutton biryani,desserts,chocolate fountain,marshmallow,Paneer tikka,babycorn chilli,veg biryani,naan,palak paneer,raita,gulab jamun"
Mystique Palate,"615/1, 10th C Main,32nd Cross Road ,Janardhan Mansion, 4th Block, Jayanagar, Bangalore",4.1,Jayanagar,300.0,friends-hangout,No,"Chicken Lollipops,Chicken Burnt Garlic Rice,Chicken Thukpa,Momos,Noodles,Veg Balls in Manchurian Gravy,Veg Meal Combo,Veg Hakka Noodles,Veg Fried Rice,Pasta,Paneer Fried Rice,Paneer Manchurian,Schezwan Momos"
Thamboola,"1112, Next KIMS Medical College, 17th Cross, 2nd Stage, Banashankari, Bangalore",3.9,Banashankari,800.0,average,,"Baby corn tandoori,veg kheema gravy,Paneer Tikka,Cashew and Dhaniya Pulao,Soup,babykorn manchurian,panner recepie,veg kolapuri,butter naan,tandoori babycorn,tandoori aloo,veg biryani,butter kulcha"
Castle Rock,"1/2, Opposite Indian Oil Petrol Bunk, 1st Cross, Kaderanhalli Crossroad, Subramanyapura Main Road, Padmanabhanagar, Uttarahalli, Bangalore",3.6,Uttarahalli,700.0,friends-hangout,,"fish fingers,dragon chicken,chicken drum sticks,Biryani,prawn Manchurian"
Vietnamese Kitchen,"Pavanashree Nilayam, 7 Block, Banagirinagara, Banashankari, Bangalore",3.6,Banashankari,700.0,average,No,"burnt garlic rice,chicken red and green,chicken glass noodles soup,hot garlic fish,glass noodles,rice flour rolls,seafood soup,Red curry,jasmine tea,Chocolate Molten Lava cake,Vietnamese sandwich (Bah M),Vietnam kitchen noodles,chicken momos,mushroom and baby corn"
Smacznego,"2470, 21 Main Road, 25th Cross, Banashankari, Bangalore",4.2,Banashankari,550.0,friends-hangout,,"cheesy fries,Delicious pasta,loaded fries,white sauce pasta,cheesy loaded nachos,waffles,bubble tea,saucy fries,mixed cream pasta,green fries,spicy fries"
C Corner,"1328, 50 Feet Main Road, 1st Stage, Kumaraswamy Layout, Bangalore",3.2,Kumaraswamy Layout,200.0,,,"Peri peri twisto,white sauce pasta,corn cheese pizzas,nippat masala burger,sangam masala,Grilled sandwich with olives,veg n Olive sandwich"
Paratha Merchant,"31, 2nd Cross, Teacher's Colony, JP Nagar Post, Dayanand College Road, Kumaraswamy Layout, Bangalore",3.1,Kumaraswamy Layout,300.0,,,"Pulka dhal,aloo jeera,phulkas,dal,paratha,Missi roti,veg kohlapuri"
North Rasoe,"52, Dayanand Sagar College Road, Teachers Colony, Near ICICI Bank ATM, Bangalore East, Bangalore Urban Karnataka, Kumaraswamy Layout, Bangalore.",3.1,Kumaraswamy Layout,500.0,,,
Toscano,"359/38,Next to Fabindia, 7th Cross, 1st Block, Jayanagar, Bangalore",4.3,Jayanagar,1.3,excellent,,"Baked Jalapeos,Toscana Signature Goat Cheese Salad,Shiraz Rose Wine,Fettuccine with English Vegetables,Chicken Barbeque Pizza,Mozarella and zucchini fritti,Margherita pizza,Quattro formaggi,Sphagetti aglio olio,Farfelle con formaggio,broccoli soup,rustica pizza,spinach Risotto,crispy chicken,chocolate mousse dessert"
Lord Of The Kitchen,"Shop 197, Ground Floor, Gokul Niwas, North Main Road, Rajyotsavanagar, 2nd Stage, Kumaraswamy Layout, Bangalore",3.9,Kumaraswamy Layout,350.0,family-friendly,,"butter chicken,Maharaja thali,veg and non veg delicacies"
Stoned Monkey,"415, 9th Main, 24th Cross, 2nd Stage, Banashankari, Bangalore",4.3,Banashankari,500.0,excellent,Yes,"customised ice creams,Chocolate,milk shake,brownie chunks,Chocolate sticks,whip cream,Chocolate syrup,red velvet pastrie,Oreo cookie"
Central Jail Restaurant,"433/30/1, 28th Cross, 10th Main, Opposite BDA Complex, 4th Block, Jayanagar, Bangalore",3.8,Jayanagar,700.0,excellent,,"Paneer kohlapuri,schzwan baby corn,Prawn Hakka style fried rice,Red alert (A boneless chicken starter),Dragon Chopsuey,Butter Garlic Chopsuey,Veg Kofta,Garlic Naan,Chicken Kshatriya,Chicken Encounter,Tandoori Roti,Ghee rice,Lime soda"
Bella,"382/71/4, 11th Main, 3rd Block, Jayanagar, Bangalore",3.9,Jayanagar,1.0,family-friendly,,"prawn sukks,appam,chicken pulimunchi,neer dosa,sannas,prawns masala fry,Seer tawa fry,Chicken biryani,Ragi Manni,neer dosa/appam,paneer ghee roast,chicken ghee roast,pepper chicken,egg pakoda,fish fry,egg and chicken ghee roast,anjal masala fry,chicken sukka,egg appam,babycorn chilli"
